route_id,origin,origin_lat,origin_lon,origin_type,destination,destination_lat,destination_lon,destination_type,waypoint_1,waypoint_1_lat,waypoint_1_lon,waypoint_2,waypoint_2_lat,waypoint_2_lon,waypoint_3,waypoint_3_lat,waypoint_3_lon,distance_miles,vehicle_type,vehicle_capacity_tons,cargo_type,cargo_weight_tons,pickup_datetime,delivery_datetime,estimated_duration_hours,fuel_cost_gbp,total_cost_gbp,co2_emissions_kg,priority,driver_id,pickup_hour,pickup_day_of_week,pickup_day_name,is_weekend,is_peak_hour,weather_condition,traffic_condition,delay_risk,on_time,actual_duration_hours,customer_rating,route_efficiency,capacity_utilization,cost_per_mile,origin_is_major_city,destination_is_major_city,origin_is_port,destination_is_port,origin_is_distribution,destination_is_distribution,origin_is_city,destination_is_city,origin_is_junction,destination_is_junction,is_long_haul,is_express,is_heavy_cargo,origin_centrality,destination_centrality,weather_risk,traffic_risk,overall_risk,distance_miles_normalized,cargo_weight_tons_normalized,estimated_duration_hours_normalized,fuel_cost_gbp_normalized,total_cost_gbp_normalized,co2_emissions_kg_normalized,capacity_utilization_normalized,cost_per_mile_normalized,route_efficiency_normalized
UK_00010,London,51.5074,-0.1278,major_city,Oxford,51.752,-1.2577,city,Belfast,54.5973,-5.9301,Bath,51.3758,-2.3599,,,,839.4,HGV_32t,20,Food & Beverages,10.51,7/19/2025 12:31,7/20/2025 11:44,23.21,1049.24,1677.04,423.5,Same-Day,DRV_6283,12,5,Saturday,1,0,Heavy Rain,Light,0.4,FALSE,31.38796799,4,0.647653253,0.5255,1.997903264,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0.5,0.6,0.1,0.366666667,1.098101939,-0.124026356,1.281250378,0.997796196,1.074914995,0.612917501,-0.43344186,-0.292010184,-1.974248908
UK_00011,Stirling,56.1165,-3.9369,city,Plymouth,50.3755,-4.1427,major_city,Norwich,52.6309,1.2974,Grimsby,53.575,-0.075,,,,927.2,HGV_44t,26,Pharmaceuticals,13.15,7/25/2025 9:30,7/26/2025 11:27,25.95,1344.46,2092.47,450.1,Same-Day,DRV_9472,9,4,Friday,0,1,Fog,Heavy,0.7,FALSE,36.65159225,4,0.587607235,0.505769231,2.256762295,0,1,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0.7,0.6,0.666666667,1.416684783,0.32112054,1.653127778,1.775291075,1.846338818,0.754949768,-0.547829279,0.42583744,-2.425169535
UK_00012,Milton Keynes,52.0406,-0.7594,distribution,Peterborough,52.5695,-0.2405,distribution,Doncaster,53.5228,-1.1288,Felixstowe,51.9567,1.3511,,,,434.5,HGV_18t,12,Manufacturing,5.15,7/19/2025 3:22,7/19/2025 12:44,9.37,478,809.74,179,Same-Day,DRV_2623,3,5,Saturday,1,0,Cloudy,Light,0.1,TRUE,8.485009163,5,1,0.429166667,1.863613349,0,0,0,0,1,1,0,0,0,0,1,1,0,0.9,0.5,0.2,0.1,0.133333333,-0.371080216,-1.027809447,-0.597137656,-0.506628215,-0.535599128,-0.692604651,-0.991925981,-0.664412477,0.671728652
UK_00013,Southampton,50.9097,-1.4044,major_city,Portsmouth,50.8198,-1.088,major_city,Warrington,53.39,-2.597,Scotch Corner,54.4033,-1.6622,,,,696.8,HGV_32t,20,Temperature Controlled,9.04,7/16/2025 14:26,7/17/2025 8:20,17.9,871.01,1391.57,302.4,Express,DRV_3546,14,2,Wednesday,0,0,Light Rain,Moderate,0.1,TRUE,16.93769822,5,1,0.452,1.997086682,1,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0.3,0.3,0.233333333,0.580676957,-0.371892241,0.560568264,0.528407563,0.544817604,-0.033703082,-0.859551717,-0.294274666,0.671728652
UK_00014,London,51.5074,-0.1278,major_city,Carlisle,54.8951,-2.9382,city,Swansea,51.6214,-3.9436,,,,,,,500.7,HGV_44t,26,Automotive,14.82,7/12/2025 11:46,7/13/2025 1:35,13.81,726.05,1148.07,273.9,Next-Day,DRV_4706,11,5,Saturday,1,0,Clear,Moderate,0.1,TRUE,14.27222969,4,0.966529349,0.57,2.292929898,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0.5,0.1,0.3,0.166666667,-0.130873106,0.602709675,0.005466598,0.146639195,0.092655505,-0.185880511,-0.175456981,0.526134609,0.420377978
UK_00015,Nottingham,52.9548,-1.1581,major_city,Luton,51.8787,-0.42,city,Harwich,51.9454,1.2895,,,,,,,238.4,HGV_7.5t,5,Manufacturing,3.26,7/29/2025 10:56,7/29/2025 16:02,5.09,202.64,423.31,149.4,Same-Day,DRV_2112,10,1,Tuesday,0,0,Clear,Light,0.1,TRUE,4.952450655,5,1,0.652,1.775629195,1,0,0,0,0,0,0,1,0,0,1,1,0,0.5,0.5,0.1,0.1,0.1,-1.082630279,-1.346494157,-1.178026441,-1.231819563,-1.253172024,-0.850655594,0.299930887,-0.908403254,0.671728652
UK_00016,Luton,51.8787,-0.42,city,Warrington,53.39,-2.597,distribution,Inverness,57.4778,-4.2247,Derby,52.9226,-1.4746,,,,1106.1,HGV_44t,26,Temperature Controlled,15.82,8/4/2025 8:03,8/5/2025 15:10,31.11,1603.82,2398.42,645.9,Express,DRV_2446,8,0,Monday,0,1,Clear,Heavy,0.4,TRUE,31.17870019,5,0.997791701,0.608461538,2.168357291,0,0,0,0,0,1,1,0,0,0,1,1,1,0.5,0.5,0.1,0.6,0.366666667,2.06582454,0.771325923,2.35345164,2.458344635,2.414466105,1.800435401,0.047520443,0.180679597,0.655145243
UK_00017,Brighton,50.8225,-0.1372,city,Portsmouth,50.8198,-1.088,major_city,Dundee,56.462,-2.9707,Liverpool,53.4084,-2.9916,,,,1051.8,HGV_44t,26,Agricultural,11.18,7/12/2025 11:54,7/13/2025 13:52,25.96,1525.12,2279.69,434.3,Express,DRV_4654,11,5,Saturday,1,0,Fog,Light,0.4,TRUE,23.84994855,5,1,0.43,2.16741776,0,1,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0.7,0.1,0.4,1.868796654,-0.01105347,1.654484995,2.251079385,2.193992979,0.670584737,-0.987094804,0.178074162,0.671728652
UK_00018,Lancaster,54.0469,-2.801,city,Liverpool,53.4084,-2.9916,major_city,Norwich,52.6309,1.2974,Newcastle,54.9783,-1.6178,,,,724.6,HGV_32t,20,Retail,12.59,7/13/2025 7:43,7/13/2025 23:26,15.72,905.77,1381.03,437.8,Same-Day,DRV_3846,7,6,Sunday,1,1,Cloudy,Moderate,0.2,TRUE,16.82513814,4,0.929698592,0.6295,1.905920508,0,1,0,0,0,0,1,0,0,0,1,1,1,0.5,0.8,0.2,0.3,0.233333333,0.681549429,0.226695441,0.264695004,0.61995191,0.525245578,0.689273193,0.169489094,-0.547089571,0.143794307
UK_00019,Peterborough,52.5695,-0.2405,distribution,Oxford,51.752,-1.2577,city,Cardiff,51.4816,-3.1791,Warrington,53.39,-2.597,,,,562.1,HGV_44t,26,Paper Products,22.04,7/30/2025 8:15,7/31/2025 0:43,16.47,814.98,1275.69,457.3,Next-Day,DRV_4022,8,2,Wednesday,0,1,Clear,Heavy,0.4,TRUE,15.3346687,5,1,0.847692308,2.269507205,0,0,0,0,1,0,0,1,0,0,1,1,1,0.5,0.5,0.1,0.6,0.366666667,0.091917174,1.820118988,0.366486263,0.380846293,0.329636725,0.793394592,1.43444002,0.461180628,0.671728652
UK_00020,Milton Keynes,52.0406,-0.7594,distribution,Rugby,52.3708,-1.2651,distribution,Grimsby,53.575,-0.075,,,,,,,281.9,HGV_44t,26,Paper Products,18.56,8/3/2025 13:31,8/3/2025 21:17,7.76,408.72,633.02,193.2,Express,DRV_9294,13,6,Sunday,1,0,Light Rain,Light,0.1,TRUE,8.029201885,5,0.965309035,0.713846154,2.245548067,0,0,0,0,1,1,0,0,0,0,1,1,1,0.9,0.5,0.3,0.1,0.166666667,-0.92479026,1.233334443,-0.815649559,-0.689084841,-0.863755539,-0.616782914,0.658478585,0.394739019,0.411213932
UK_00021,Milton Keynes,52.0406,-0.7594,distribution,Chester,53.1935,-2.8938,city,Birmingham,52.4862,-1.8904,,,,,,,154.9,HGV_7.5t,5,Temperature Controlled,1.69,7/13/2025 15:07,7/13/2025 18:45,3.63,131.63,302.68,50.1,Standard,DRV_5225,15,6,Sunday,1,0,Snow,Moderate,0.4,TRUE,3.869636333,4,0.933984481,0.338,1.954034861,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9,0.5,0.9,0.3,0.533333333,-1.385610546,-1.611221667,-1.376180092,-1.418832338,-1.477173313,-1.380873793,-1.520456802,-0.413662609,0.175979556
UK_00022,Daventry,52.2574,-1.1606,distribution,Preston,53.7632,-2.7031,city,Leeds,53.8008,-1.5491,,,,,,,195,HGV_32t,20,General Freight,10.02,7/14/2025 4:01,7/14/2025 8:14,4.21,243.79,447.23,93.8,Express,DRV_7032,4,0,Monday,0,0,Clear,Moderate,0.1,TRUE,3.972975103,5,1,0.501,2.293487179,0,0,0,0,1,0,0,1,0,0,0,1,1,0.5,0.5,0.1,0.3,0.166666667,-1.240107448,-0.206648318,-1.297461518,-1.123446437,-1.208754293,-1.147535069,-0.575478479,0.527680018,0.671728652
UK_00023,Watford Gap,52.3067,-1.1222,junction,Reading,51.4543,-0.9781,city,London,51.5074,-0.1278,Dover,51.1279,1.3134,,,,286.4,HGV_32t,20,Metal Goods,8.54,8/2/2025 7:10,8/2/2025 13:37,6.45,358.05,630.51,117.4,Express,DRV_4271,7,5,Saturday,1,1,Fog,Light,0.5,TRUE,6.931160855,4,0.925401418,0.427,2.201501397,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0.7,0.1,0.433333333,-0.908461982,-0.456200365,-0.993444958,-0.822529952,-0.86841643,-1.021521479,-1.004487043,0.272592238,0.111524318
UK_00024,Aberdeen,57.1497,-2.0943,port,Ipswich,52.0567,1.1482,city,Glasgow,55.8642,-4.2518,Southampton,50.9097,-1.4044,Norwich,52.6309,1.2974,869,HGV_32t,20,E-commerce,7.97,8/1/2025 1:22,8/2/2025 0:50,23.46,1086.3,1741.17,332.3,Express,DRV_1229,1,4,Friday,0,0,Cloudy,Light,0.1,TRUE,21.37347443,5,1,0.3985,2.003647871,0,0,1,0,0,0,0,1,0,0,1,1,0,0.5,0.5,0.2,0.1,0.133333333,1.205505723,-0.552311627,1.315180798,1.09539785,1.193999822,0.125949729,-1.169713314,-0.276079689,0.671728652
UK_00025,Aberdeen,57.1497,-2.0943,port,Derby,52.9226,-1.4746,major_city,Brighton,50.8225,-0.1372,Liverpool,53.4084,-2.9916,Warrington,53.39,-2.597,989.9,HGV_32t,20,Temperature Controlled,10.97,8/9/2025 5:08,8/10/2025 4:23,23.24,1237.42,1915.21,521.4,Standard,DRV_1962,5,5,Saturday,1,0,Fog,Light,0.4,TRUE,23.77397483,5,0.977023458,0.5485,1.934750985,0,1,1,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.7,0.1,0.4,1.644192121,-0.046462882,1.285322028,1.493389267,1.517179665,1.135660317,-0.300101361,-0.467139147,0.499184378
UK_00026,Watford Gap,52.3067,-1.1222,junction,Glasgow,55.8642,-4.2518,major_city,Plymouth,50.3755,-4.1427,,,,,,,779.6,HGV_32t,20,Manufacturing,11.87,7/27/2025 20:55,7/28/2025 18:10,21.25,974.52,1504.86,444.3,Express,DRV_7204,20,6,Sunday,1,0,Clear,Moderate,0.1,FALSE,30.33995824,3,0.572237259,0.5935,1.930297589,0,1,0,0,0,0,0,0,1,0,1,1,1,0.5,0.8,0.1,0.3,0.166666667,0.881117269,0.105291742,1.015235888,0.801012722,0.755189039,0.723980326,-0.039217775,-0.479488958,-2.540591662
UK_00027,Birmingham,52.4862,-1.8904,major_city,Tilbury,51.4545,0.3584,port,Portsmouth,50.8198,-1.088,Harwich,51.9454,1.2895,,,,370.1,HGV_32t,20,Retail,14.65,8/8/2025 6:29,8/8/2025 15:27,8.96,462.63,813.19,260.2,Next-Day,DRV_1978,6,4,Friday,0,0,Heavy Rain,Moderate,0.4,TRUE,8.76687139,4,1,0.7325,2.197216968,1,0,0,1,0,0,0,0,0,0,1,1,1,0.9,0.5,0.6,0.3,0.433333333,-0.604756014,0.574044912,-0.652783544,-0.547106829,-0.529192724,-0.259032468,0.766622635,0.260710996,0.671728652
UK_00028,Rugby,52.3708,-1.2651,distribution,Portsmouth,50.8198,-1.088,major_city,Cambridge,52.2053,0.1218,Durham,54.7753,-1.5849,Newcastle,54.9783,-1.6178,699.6,HGV_44t,26,Food & Beverages,20.43,7/21/2025 7:06,7/22/2025 3:49,20.71,1014.44,1652.84,527.8,Same-Day,DRV_6763,7,0,Monday,0,1,Clear,Heavy,0.4,TRUE,21.83761162,5,0.945552312,0.785769231,2.362550029,0,1,0,0,1,0,0,0,0,0,1,1,1,0.5,0.5,0.1,0.6,0.366666667,0.590836774,1.548646828,0.941946181,0.906146505,1.029977324,1.169833494,1.075446368,0.719199711,0.262849154
UK_00029,Cardiff,51.4816,-3.1791,major_city,London,51.5074,-0.1278,major_city,Newcastle,54.9783,-1.6178,,,,,,,669.2,HGV_32t,20,Retail,14.39,7/14/2025 8:43,7/15/2025 3:19,18.6,836.52,1367.15,462.3,Standard,DRV_8492,8,0,Monday,0,1,Clear,Moderate,0.2,TRUE,19.44547104,4,0.954544568,0.7195,2.042961745,1,1,0,0,0,0,0,0,0,0,1,0,1,0.5,1,0.1,0.3,0.2,0.480530186,0.530204688,0.655573439,0.437574292,0.49947141,0.820092386,0.691256266,-0.167057527,0.330377255
UK_00030,Derby,52.9226,-1.4746,major_city,Doncaster,53.5228,-1.1288,distribution,Birmingham,52.4862,-1.8904,,,,,,,148.4,HGV_18t,12,E-commerce,10.09,8/1/2025 20:19,8/2/2025 0:15,3.93,163.28,381.61,119.8,Express,DRV_7738,20,4,Friday,0,0,Clear,Moderate,0.1,TRUE,4.306535068,4,0.90418955,0.840833333,2.571495957,1,0,0,0,0,1,0,0,0,0,0,1,1,0.5,0.5,0.1,0.3,0.166666667,-1.409195836,-0.19484518,-1.335463588,-1.335478524,-1.330605944,-1.008706538,1.394675713,1.298632222,-0.047767987
UK_00031,Leeds,53.8008,-1.5491,major_city,Reading,51.4543,-0.9781,city,London,51.5074,-0.1278,,,,,,,250.4,HGV_18t,12,Chemical Products,7.06,7/13/2025 21:02,7/14/2025 3:32,6.49,275.42,532,141.4,Express,DRV_7859,21,6,Sunday,1,0,Light Rain,Light,0.1,TRUE,6.331817875,5,1,0.588333333,2.124600639,1,0,0,0,0,0,0,1,0,0,1,1,0,0.8,0.5,0.3,0.1,0.166666667,-1.039088205,-0.705752413,-0.988016091,-1.040145296,-1.051342461,-0.893372066,-0.069171075,0.059337069,0.671728652
UK_00032,Grimsby,53.575,-0.075,port,Glasgow,55.8642,-4.2518,major_city,Swansea,51.6214,-3.9436,,,,,,,622,HGV_44t,26,Food & Beverages,23.34,8/2/2025 13:58,8/3/2025 8:27,18.48,901.84,1386.59,535.9,Next-Day,DRV_6577,13,5,Saturday,1,0,Light Rain,Light,0.1,FALSE,23.29072571,1,0.739679345,0.897692308,2.229244373,0,1,1,0,0,0,0,0,0,0,1,1,1,0.5,0.8,0.3,0.1,0.166666667,0.309264694,2.039320111,0.639286838,0.609601815,0.5355701,1.213083922,1.724310671,0.34952689,-1.283171224
UK_00033,Portsmouth,50.8198,-1.088,major_city,Chester,53.1935,-2.8938,city,Lancaster,54.0469,-2.801,,,,,,,368,HGV_18t,12,Manufacturing,9.45,8/5/2025 4:54,8/5/2025 13:07,8.21,404.79,658.69,278.2,Next-Day,DRV_8646,4,1,Tuesday,0,0,Cloudy,Moderate,0.1,TRUE,8.744211486,5,0.93493161,0.7875,1.789918478,1,0,0,0,0,0,0,1,0,0,1,1,0,0.5,0.5,0.2,0.3,0.2,-0.612375877,-0.302759579,-0.754574803,-0.699434936,-0.816088184,-0.162920408,1.085480352,-0.86877733,0.183092095
UK_00034,Southampton,50.9097,-1.4044,major_city,Bath,51.3758,-2.3599,city,Edinburgh,55.9533,-3.1883,Carlisle,54.8951,-2.9382,,,,826.3,HGV_32t,20,Automotive,13.64,7/13/2025 20:53,7/14/2025 19:30,22.61,1032.91,1628.81,541.2,Same-Day,DRV_2657,20,6,Sunday,1,0,Clear,Light,0.1,TRUE,23.89717603,5,0.943070499,0.682,1.971209004,1,0,0,0,0,0,0,1,0,0,1,1,1,0.5,0.5,0.1,0.1,0.1,1.050568508,0.403742501,1.199817371,0.954789315,0.985355331,1.241383584,0.473853278,-0.366036619,0.244211767
UK_00035,Northampton,52.2405,-0.9027,distribution,Reading,51.4543,-0.9781,city,Birmingham,52.4862,-1.8904,Warrington,53.39,-2.597,Gloucester,51.8642,-2.2446,376.2,HGV_44t,26,Agricultural,20.32,7/13/2025 7:15,7/13/2025 16:27,9.2,545.54,804.14,282.2,Same-Day,DRV_2941,7,6,Sunday,1,1,Heavy Rain,Moderate,0.5,FALSE,12.41260445,1,0.650803864,0.781538462,2.137533227,0,0,0,0,1,0,0,1,0,0,1,1,1,0.5,0.5,0.6,0.3,0.466666667,-0.582622127,1.530099041,-0.620210341,-0.328754073,-0.545997928,-0.141562172,1.050918851,0.095200711,-1.950589129
UK_00036,Norwich,52.6309,1.2974,city,Brighton,50.8225,-0.1372,city,Preston,53.7632,-2.7031,,,,,,,543.2,HGV_32t,20,General Freight,10.17,7/14/2025 5:12,7/14/2025 21:50,16.62,679.06,1231.45,265.3,Express,DRV_7958,5,0,Monday,0,0,Light Rain,Moderate,0.1,TRUE,15.81603354,5,1,0.5085,2.267028719,0,0,0,0,0,0,1,1,0,0,1,1,1,0.5,0.5,0.3,0.3,0.233333333,0.023338407,-0.18135588,0.386844515,0.022885776,0.247486207,-0.231800718,-0.531997882,0.454307484,0.671728652
UK_00037,Harwich,51.9454,1.2895,port,Stirling,56.1165,-3.9369,city,Lancaster,54.0469,-2.801,,,,,,,455.4,HGV_32t,20,E-commerce,6.49,8/3/2025 7:38,8/3/2025 19:17,11.64,569.23,911.96,141.9,Express,DRV_2780,7,6,Sunday,1,1,Heavy Rain,Moderate,0.5,TRUE,12.74201544,5,0.905325134,0.3245,2.002547211,0,0,1,0,0,0,0,1,0,0,1,1,0,0.5,0.5,0.6,0.3,0.466666667,-0.295244437,-0.801863674,-0.289049445,-0.266363809,-0.345783893,-0.890702286,-1.598721878,-0.279131953,-0.039240226
UK_00038,Liverpool,53.4084,-2.9916,major_city,Oxford,51.752,-1.2577,city,Leeds,53.8008,-1.5491,Northampton,52.2405,-0.9027,,,,280.2,HGV_7.5t,5,Manufacturing,2.44,7/28/2025 5:34,7/28/2025 11:36,6.02,238.17,420.78,131.3,Next-Day,DRV_8180,5,0,Monday,0,0,Clear,Light,0.1,TRUE,5.677646252,4,1,0.488,1.501713062,1,0,0,0,0,0,0,1,0,0,1,1,0,0.8,0.5,0.1,0.1,0.1,-0.930958721,-1.48475948,-1.05180528,-1.138247336,-1.257870053,-0.94730161,-0.650844849,-1.668006055,0.671728652
UK_00039,Liverpool,53.4084,-2.9916,major_city,Brighton,50.8225,-0.1372,city,Milton Keynes,52.0406,-0.7594,,,,,,,277.6,HGV_32t,20,E-commerce,8.66,8/5/2025 9:40,8/5/2025 17:00,7.33,346.97,583.89,115.4,Standard,DRV_8606,9,1,Tuesday,0,1,Heavy Rain,Moderate,0.5,TRUE,7.514209605,5,0.974869085,0.433,2.103350144,1,0,0,0,0,0,0,1,0,0,1,0,0,0.8,0.5,0.6,0.3,0.466666667,-0.940392837,-0.435966415,-0.87400988,-0.851710371,-0.954986439,-1.032200597,-0.969702565,0.000406859,0.483005932
UK_00040,Worcester,52.1936,-2.2216,city,Liverpool,53.4084,-2.9916,major_city,Middlesbrough,54.5742,-1.235,,,,,,,376.3,HGV_7.5t,5,Temperature Controlled,3.41,7/30/2025 7:17,7/30/2025 16:58,9.68,319.85,673.48,246.2,Express,DRV_2049,7,2,Wednesday,0,1,Heavy Rain,Heavy,0.7,TRUE,9.914111951,5,0.975814881,0.682,1.789742227,0,1,0,0,0,0,1,0,0,0,1,1,0,0.5,0.8,0.6,0.6,0.633333333,-0.582259276,-1.321201719,-0.555063935,-0.923133923,-0.788624211,-0.333786293,0.473853278,-0.869266096,0.490108465
